岗位名称,技能词1,特征值1,技能词2,特征值2,技能词3,特征值3,技能词4,特征值4,技能词5,特征值5,技能词6,特征值6,技能词7,特征值7,技能词8,特征值8,技能词9,特征值9,技能词10,特征值10
媒介策划人员,热衷种草,8.150783523662911,化妆品重度用户4,6.99854212223765,喜欢研究化妆品成分,6.986385877425353,有计划性,2.79941684889506,方案撰写,2.7509128033013144,ppt操作,2.6968054526105822,逻辑性,2.5419505821250166,钻研精神,1.6748180201462588,word文档,1.4618896110221897,工作态度,1.4610270253110145
媒介经理/媒介专员,项目组织,9.79795897113271,新媒体的运作规律,9.15925907885859,沟通谈判,8.537019244337516,媒介市场行情,6.199713209582503,移动互联网行业,6.170996969402175,陈述技巧,5.325851839356432,心态乐观积极,4.898979485566355,活泼开朗,4.030519649077467,资料收集,3.7626715637423636,媒体资源,3.2659863237109037
安全员,170cm,46.42207913036123,160cm,34.29510577085964,三观正,19.470215169724824,身材好,11.043171299633096,攻防技术,9.797958971132717,网络攻击,8.818163074019445,防御手,8.32826512546281,网络架构,7.935856945052015,各种攻防技术,7.838367176906174,安全漏洞,7.706972805768961
宠物医生,数据说话,9.797958971132713,服务意识4,7.620634755325444,组织发展,7.3484692283495345,整合内外部资源,3.886057257069043,洞察力,3.0643279348831554,为人诚信,2.7640136277308374,语言考试证书,2.1773242158072694,服务意识足,1.4704761603025156,解决问题的意识,0.7181696001658237,化办公软件,0.13764345061323222
客户代表/大客户代表/客户经理,敬业务实,58.78775382679626,基本素质,58.78775382679626,年轻人,31.35346870762467,亲和؜力,29.273919246712232,爱岗敬业,29.16016825917845,进取心,29.093439032273714,口齿清晰,26.24735371219832,强烈成功欲望,24.478416677926383,勤奋努力,24.316842396924187,公共关系,23.515101530718503
家居设计师/室内设计师/精装设计师/软装设计师,java语言,4.144755658897383,室内设计风格,3.3138897842864723,趋势4,3.265986323710904,设计功底,2.494051261603911,英文读写,1.8341271926853977,ppt操作,1.3878297066066152,执行力,0.29000399903290147,抗压性,0.0964167158575206,手绘板绘制,0.0,数据结构,0.0
导演/编导,文字创意,18.872272420668757,文字功底,17.92989799372968,尊重原,9.797958971132712,后期剪辑软件,9.797958971132712,与人沟通,8.277619023181666,职业道德,6.109323467514199,发散性思维,5.512016143924512,思考分析,5.297233907340313,节目前后期制作流程,4.898979485566356,审美力,4.514208200348917
导购,抗压性,0.0,,,,,,,,,,,,,,,,,,
工业设计师,责任心上进心,9.797958971132712,景观工程设计绘图,9.797958971132712,设计分析,9.797958971132712,概念的表达,8.398250546685182,设计相关软件,8.315635115858761,平面软件,7.037194568744831,敢于打破常规,4.835455101866876,追求像素级精神,4.199125273342591,illustrator,4.116799656136816,产品设计工具,3.9214573147874074
工程监理员/工程管理员,知识储备,9.676434026522074,工程项目实施过程,8.573214099741126,专业证书,7.83836717690617,服务流程,7.405057497630241,html5css,6.67764804695313,net,6.635801740529157,程管理,6.1423554552994375,英语四级通,5.118768555309213,offic办公软件,5.091562921526721,道德品质,5.023356196133594
工程造价/工程预算,语言协调沟通,9.797958971132715,主动负责,4.335160473358645,总结分析,4.195134999689695,乐观踏实,3.2659863237109055,数据变化敏感度,2.523553029643393,逻辑思考力,1.0068298149252335,执行力,0.8700119970987046,语言表达,0.5857161428932917,高度额责任心,0.5322136334261898,化办公软件,0.4129303518396966
带货主播,镜头感觉,4.297773926905694,正形象气质,3.079100139212624,学习力,3.0435581773707394,亲和؜力,2.1985125232473743,语言组织,0.9850440291121916,普通话标准,0.8317030729788745,沟通表达理,0.3085688703322638,,,,,,
